province,clusters_yield,allocated_sqkm,province_land_sqkm,province_cluster_share,regime,production_t,harvested_area_ha,allocated_production_t,allocated_harvested_area_ha
Oriental Mindoro,3,4646.939996468763,6440.683493736651,0.7214979591820894,irrigated,374683.1,83844.6,270333.0919900187,60493.707788438616
Oriental Mindoro,3,4646.939996468763,6440.683493736651,0.7214979591820894,rainfed,56284.22,16052.0,40608.94986415574,11581.485240790898
Oriental Mindoro,4,663.5157990184504,6440.683493736651,0.10301946985342429,irrigated,374683.1,83844.6,38599.654325037554,8637.62624207242
Oriental Mindoro,4,663.5157990184504,6440.683493736651,0.10301946985342429,rainfed,56284.22,16052.0,5798.370505513501,1653.6685300871668
Oriental Mindoro,5,498.6691794020259,6440.683493736651,0.07742488508975251,irrigated,374683.1,83844.6,29009.795962572247,6491.658520396264
Oriental Mindoro,5,498.6691794020259,6440.683493736651,0.07742488508975251,rainfed,56284.22,16052.0,4357.79926586635,1242.8242554607073
Oriental Mindoro,6,72.11482053113471,6440.683493736651,0.011196765157186183,irrigated,374683.1,83844.6,4195.238679066506,938.7882958982127
Oriental Mindoro,6,72.11482053113471,6440.683493736651,0.011196765157186183,rainfed,56284.22,16052.0,630.2011933954018,179.73047430315262
Palawan,3,266.9160695523943,10884.528777160283,0.024522519533641336,irrigated,243545.0,56828.0,5972.337019820679,1393.5657400577697
Palawan,3,266.9160695523943,10884.528777160283,0.024522519533641336,rainfed,143627.0,40387.0,3522.095913058304,990.3909964051726
Palawan,4,77.34611904818924,10884.528777160283,0.007106060412141097,irrigated,243545.0,56828.0,1730.6454830749035,403.82320110115427
Palawan,4,77.34611904818924,10884.528777160283,0.007106060412141097,rainfed,143627.0,40387.0,1020.6221388145893,286.9924618651425
Palawan,5,8450.880264417343,10884.528777160283,0.7764121384979362,irrigated,243545.0,56828.0,189091.29427047988,44121.94900656072
Palawan,5,8450.880264417343,10884.528777160283,0.7764121384979362,rainfed,143627.0,40387.0,111513.74621604309,31356.95703751615
Palawan,6,2089.386324142357,10884.528777160283,0.19195928155628128,irrigated,243545.0,56828.0,46750.72322662453,10908.662052280353
Palawan,6,2089.386324142357,10884.528777160283,0.19195928155628128,rainfed,143627.0,40387.0,27570.535732084012,7752.659504213532
Pampanga,5,306.4179943886306,1971.6551875557454,0.15541155285295902,irrigated,421937.8,86152.12,65574.00870536125,13389.034750774466
Pampanga,5,306.4179943886306,1971.6551875557454,0.15541155285295902,rainfed,0.0,0.0,0.0,0.0
Pampanga,7,1665.2371931671148,1971.6551875557454,0.844588447147041,irrigated,421937.8,86152.12,356363.7912946387,72763.08524922552
Pampanga,7,1665.2371931671148,1971.6551875557454,0.844588447147041,rainfed,0.0,0.0,0.0,0.0
Pangasinan,3,139.03345370759374,4451.347014176599,0.031234018211746147,irrigated,814862.0,171774.0,25451.41454805989,5365.192244304482
Pangasinan,3,139.03345370759374,4451.347014176599,0.031234018211746147,rainfed,320517.0,79763.0,10011.03381517424,2491.318994623508
Pangasinan,5,17.014282435769765,4451.347014176599,0.0038222772526120457,irrigated,814862.0,171774.0,3114.6284866179567,656.5678527901815
Pangasinan,5,17.014282435769765,4451.347014176599,0.0038222772526120457,rainfed,320517.0,79763.0,1225.1048381754551,304.8763005000946
Pangasinan,6,235.51251780666254,4451.347014176599,0.05290814601885788,irrigated,814862.0,171774.0,43112.83768121857,9088.243874243293
Pangasinan,6,235.51251780666254,4451.347014176599,0.05290814601885788,rainfed,320517.0,79763.0,16957.96023752627,4220.112450902161
Pangasinan,7,4059.786760226573,4451.347014176599,0.9120355585167839,irrigated,814862.0,171774.0,743183.1192841035,156663.99602866202
Pangasinan,7,4059.786760226573,4451.347014176599,0.9120355585167839,rainfed,320517.0,79763.0,292322.901109124,72746.69225397424
Quezon,3,270.97801742717286,6952.137769825728,0.0389776535504367,irrigated,117940.6,30458.0,4597.0478463306345,1187.181371839201
Quezon,3,270.97801742717286,6952.137769825728,0.0389776535504367,rainfed,68238.0,22873.0,2659.7571229746995,891.5358696591386
Quezon,4,565.6633035345037,6952.137769825728,0.0813653759840095,irrigated,117940.6,30458.0,9596.281262779672,2478.2266217209612
Quezon,4,565.6633035345037,6952.137769825728,0.0813653759840095,rainfed,68238.0,22873.0,5552.210526396841,1861.0702448822494
Quezon,8,6115.496448864052,6952.137769825728,0.8796569704655538,irrigated,117940.6,30458.0,103747.2708908897,26792.592006439838
Quezon,8,6115.496448864052,6952.137769825728,0.8796569704655538,rainfed,68238.0,22873.0,60026.03235062846,20120.393885458612
Quirino,2,2006.9851609308532,2719.206817059171,0.7380774232911834,irrigated,104853.0,22656.0,77389.63206435046,16721.882102085052
Quirino,2,2006.9851609308532,2719.206817059171,0.7380774232911834,rainfed,5665.36,2363.0,4181.474310816939,1744.0769512370664
Quirino,3,177.25720703700912,2719.206817059171,0.06518710012234863,irrigated,104853.0,22656.0,6835.063009128621,1476.8789403719306
Quirino,3,177.25720703700912,2719.206817059171,0.06518710012234863,rainfed,5665.36,2363.0,369.308389549149,154.0371175891098
Quirino,4,401.92783013007715,2719.206817059171,0.1478106878846248,irrigated,104853.0,22656.0,15498.394056766563,3348.798944714059
Quirino,4,401.92783013007715,2719.206817059171,0.1478106878846248,rainfed,5665.36,2363.0,837.4007587140378,349.2766554713684
Quirino,8,133.03661896123137,2719.206817059171,0.048924788701843136,irrigated,104853.0,22656.0,5129.910869754358,1108.440012828958
Quirino,8,133.03661896123137,2719.206817059171,0.048924788701843136,rainfed,5665.36,2363.0,277.176540919874,115.60927570245534
Rizal,3,713.3625561663582,1112.6981991688212,0.6411105515397039,irrigated,12442.52,3538.26,7977.030859743796,2268.415820090873
Rizal,3,713.3625561663582,1112.6981991688212,0.6411105515397039,rainfed,1344.07,856.9,861.6974590079698,549.3676316143723
Rizal,4,201.9959968647056,1112.6981991688212,0.1815370933606214,irrigated,12442.52,3538.26,2258.778914881399,642.3254359541523
Rizal,4,201.9959968647056,1112.6981991688212,0.1815370933606214,rainfed,1344.07,856.9,243.9985610732104,155.5591353007165
Rizal,8,197.33964613775734,1112.6981991688212,0.1773523550996747,irrigated,12442.52,3538.26,2206.7102253748044,627.5187439549751
Rizal,8,197.33964613775734,1112.6981991688212,0.1773523550996747,rainfed,1344.07,856.9,238.37397991881977,151.97323308491124
Romblon,2,132.53403762615199,955.7055423856461,0.13867664437240637,irrigated,19886.0,5200.0,2757.7237499896733,721.1185507365132
Romblon,2,132.53403762615199,955.7055423856461,0.13867664437240637,rainfed,16847.0,5243.0,2336.28542774193,727.0816464445267
Romblon,3,114.6600846515637,955.7055423856461,0.11997428032628911,irrigated,19886.0,5200.0,2385.8085385685854,623.8662576967033
Romblon,3,114.6600846515637,955.7055423856461,0.11997428032628911,rainfed,16847.0,5243.0,2021.2067006569926,629.0251517507338
Romblon,4,82.06904590693044,955.7055423856461,0.08587273199448911,irrigated,19886.0,5200.0,1707.6651484424103,446.5382063713434
Romblon,4,82.06904590693044,955.7055423856461,0.08587273199448911,rainfed,16847.0,5243.0,1446.6979159111581,450.2307338471064
Romblon,8,626.442374201,955.7055423856461,0.6554763433068154,irrigated,19886.0,5200.0,13034.80256299933,3408.4769851954397
Romblon,8,626.442374201,955.7055423856461,0.6554763433068154,rainfed,16847.0,5243.0,11042.809955689918,3436.662467957633
Samar,3,25.383813757543447,5547.667637251902,0.004575583004845906,irrigated,20160.0,5526.0,92.24375337769347,25.284671684778477
Samar,3,25.383813757543447,5547.667637251902,0.004575583004845906,rainfed,145983.1,54171.0,667.9577913547204,247.8639069555076
Samar,8,5522.283823494359,5547.667637251902,0.9954244169951542,irrigated,20160.0,5526.0,20067.756246622306,5500.715328315222
Samar,8,5522.283823494359,5547.667637251902,0.9954244169951542,rainfed,145983.1,54171.0,145315.1422086453,53923.13609304449
Sarangani,6,1623.5705648351498,2580.4370152746646,0.6291843417314857,irrigated,32576.89,9935.82,20496.86909030902,6251.462366262531
Sarangani,6,1623.5705648351498,2580.4370152746646,0.6291843417314857,rainfed,6532.39,2331.98,4110.077502083341,1467.2453012309902
Sarangani,7,956.8664504395149,2580.4370152746646,0.37081565826851426,irrigated,32576.89,9935.82,12080.020909690978,3684.3576337374693
Sarangani,7,956.8664504395149,2580.4370152746646,0.37081565826851426,rainfed,6532.39,2331.98,2422.31249791666,864.7346987690099
Siquijor,5,453.61185169649366,453.61185169649366,1.0,irrigated,1369.0,396.0,1369.0,396.0
Siquijor,5,453.61185169649366,453.61185169649366,1.0,rainfed,133.0,51.0,133.0,51.0
Sorsogon,8,1481.359194434587,1481.359194434587,1.0,irrigated,110490.0,24691.0,110490.0,24691.0
Sorsogon,8,1481.359194434587,1481.359194434587,1.0,rainfed,34547.0,8852.0,34547.0,8852.0
South Cotabato,3,12.252442999882584,3805.7585723762545,0.003219448308890586,irrigated,262462.0,69478.0,844.982842048041,223.68082960510014
South Cotabato,3,12.252442999882584,3805.7585723762545,0.003219448308890586,rainfed,43881.16,15384.0,141.27312635415723,49.52799278397278
South Cotabato,6,2498.73064111496,3805.7585723762545,0.6565657262790563,irrigated,262462.0,69478.0,172323.55365065366,45616.87353041628
South Cotabato,6,2498.73064111496,3805.7585723762545,0.6565657262790563,rainfed,43881.16,15384.0,28810.865685367477,10100.607133077003
South Cotabato,7,1294.7754882614122,3805.7585723762545,0.34021482541205317,irrigated,262462.0,69478.0,89293.4635072983,23637.44563997863
South Cotabato,7,1294.7754882614122,3805.7585723762545,0.34021482541205317,rainfed,43881.16,15384.0,14929.021188278371,5233.864874139026
Southern Leyte,3,19.01176381429365,1222.272357619875,0.015554441443243604,irrigated,77578.0,17646.0,1206.6824582839522,274.4736737074766
Southern Leyte,3,19.01176381429365,1222.272357619875,0.015554441443243604,rainfed,3935.6,1450.0,61.21605974402952,22.553940092703225
Southern Leyte,4,324.09867006424645,1222.272357619875,0.26516076228326246,irrigated,77578.0,17646.0,20570.641616410936,4679.026811250449
Southern Leyte,4,324.09867006424645,1222.272357619875,0.26516076228326246,rainfed,3935.6,1450.0,1043.5666960420078,384.4831053107306
Southern Leyte,8,879.161923741335,1222.272357619875,0.7192847962734941,irrigated,77578.0,17646.0,55800.67592530512,12692.499515042076
Southern Leyte,8,879.161923741335,1222.272357619875,0.7192847962734941,rainfed,3935.6,1450.0,2830.817244213963,1042.9629545965663
Sultan Kudarat,3,787.7914740605773,3758.985294708679,0.20957556688756113,irrigated,339480.98,88887.0,71146.9188310448,18628.543413934647
Sultan Kudarat,3,787.7914740605773,3758.985294708679,0.20957556688756113,rainfed,57419.0,20578.0,12033.619475116873,4312.646015412233
Sultan Kudarat,6,2765.5707332851616,3758.985294708679,0.7357226795162265,irrigated,339480.98,88887.0,249763.85625039448,65396.18181415882
Sultan Kudarat,6,2765.5707332851616,3758.985294708679,0.7357226795162265,rainfed,57419.0,20578.0,42244.46053514221,15139.701299084909
Sultan Kudarat,7,205.62308736293988,3758.985294708679,0.05470175359621237,irrigated,339480.98,88887.0,18570.2049185607,4862.274771906529
Sultan Kudarat,7,205.62308736293988,3758.985294708679,0.05470175359621237,rainfed,57419.0,20578.0,3140.919989740918,1125.652685502858
Sulu,3,924.7420680131952,924.7420680131952,1.0,irrigated,80.0,10.0,80.0,10.0
Sulu,3,924.7420680131952,924.7420680131952,1.0,rainfed,800.0,503.0,800.0,503.0
Surigao del Norte,2,27.37265967094298,1619.382789225488,0.016903143501997245,irrigated,50304.75,14279.51,850.3084080820959,241.36860666820468
Surigao del Norte,2,27.37265967094298,1619.382789225488,0.016903143501997245,rainfed,19191.35,5909.24,324.3941430470548,99.88473170774219
Surigao del Norte,4,377.3666596262907,1619.382789225488,0.2330311660325698,irrigated,50304.75,14279.51,11722.574549476914,3327.5708656737406
Surigao del Norte,4,377.3666596262907,1619.382789225488,0.2330311660325698,rainfed,19191.35,5909.24,4472.182668239158,1377.0370875663027
Surigao del Norte,8,1214.6434699282545,1619.382789225488,0.750065690465433,irrigated,50304.75,14279.51,37731.867042440994,10710.570527658056
Surigao del Norte,8,1214.6434699282545,1619.382789225488,0.750065690465433,rainfed,19191.35,5909.24,14394.773188713787,4432.318180725955
Surigao del Sur,2,92.54525484847828,3467.9507702397623,0.026685861760973043,irrigated,66623.57,19569.3,1777.907379042511,522.2236345590097
Surigao del Sur,2,92.54525484847828,3467.9507702397623,0.026685861760973043,rainfed,20406.45,7104.0,544.5637037322084,189.57636194995249
Surigao del Sur,4,704.1034470323663,3467.9507702397623,0.20303155773566156,irrigated,66623.57,19569.3,13526.68719901089,3973.1854627964817
Surigao del Sur,4,704.1034470323663,3467.9507702397623,0.20303155773566156,rainfed,20406.45,7104.0,4143.153331354891,1442.3361861541398
Surigao del Sur,8,2671.3020683589175,3467.9507702397623,0.7702825805033653,irrigated,66623.57,19569.3,51318.9754219466,15073.890902644505
Surigao del Sur,8,2671.3020683589175,3467.9507702397623,0.7702825805033653,rainfed,20406.45,7104.0,15718.732964912899,5472.087451895907
Tarlac,7,2645.958521712422,2645.958521712422,1.0,irrigated,539562.95,128510.0,539562.95,128510.0
Tarlac,7,2645.958521712422,2645.958521712422,1.0,rainfed,33774.0,8366.0,33774.0,8366.0
Tawi-Tawi,3,660.9949330283217,660.9949330283217,1.0,irrigated,0.0,0.0,0.0,0.0
Tawi-Tawi,3,660.9949330283217,660.9949330283217,1.0,rainfed,344.87,165.0,344.87,165.0
Zambales,7,3010.892339076034,3010.892339076034,1.0,irrigated,127345.16,28211.0,127345.16,28211.0
Zambales,7,3010.892339076034,3010.892339076034,1.0,rainfed,30874.5,7789.0,30874.5,7789.0
Zamboanga Sibugay,3,25.062046280656933,2388.212112130636,0.010494062128467268,irrigated,82492.27,19153.0,865.6790064982966,200.9927719465336
Zamboanga Sibugay,3,25.062046280656933,2388.212112130636,0.010494062128467268,rainfed,92316.35,24474.0,968.7735123733294,256.8316765321079
Zamboanga Sibugay,8,2363.150065849979,2388.212112130636,0.9895059378715327,irrigated,82492.27,19153.0,81626.59099350171,18952.007228053466
Zamboanga Sibugay,8,2363.150065849979,2388.212112130636,0.9895059378715327,rainfed,92316.35,24474.0,91347.57648762668,24217.168323467893
Zamboanga del Norte,2,36.025047606282286,5140.888556505102,0.00700755272368187,irrigated,56354.88,14671.0,394.9097928367649,102.80780600913671
Zamboanga del Norte,2,36.025047606282286,5140.888556505102,0.00700755272368187,rainfed,52040.52,20042.0,364.6766876678208,140.44537168803203
Zamboanga del Norte,3,1742.7104519015209,5140.888556505102,0.3389901245177461,irrigated,56354.88,14671.0,19103.74778838264,4973.324116799853
Zamboanga del Norte,3,1742.7104519015209,5140.888556505102,0.3389901245177461,rainfed,52040.52,20042.0,17641.222354768255,6794.040075584668
Zamboanga del Norte,4,208.65911443646314,5140.888556505102,0.040588141941422386,irrigated,56354.88,14671.0,2287.3398685318257,595.4686304226078
Zamboanga del Norte,4,208.65911443646314,5140.888556505102,0.040588141941422386,rainfed,52040.52,20042.0,2112.2280124654303,813.4675407899874
Zamboanga del Norte,5,58.13258708839147,5140.888556505102,0.011307887041206622,irrigated,56354.88,14671.0,637.2546172607542,165.89801078154235
Zamboanga del Norte,5,58.13258708839147,5140.888556505102,0.011307887041206622,rainfed,52040.52,20042.0,588.468321725654,226.6326720798631
Zamboanga del Norte,6,44.5215333335499,5140.888556505102,0.00866027980264499,irrigated,56354.88,14671.0,488.0490290444821,127.05496498460465
Zamboanga del Norte,6,44.5215333335499,5140.888556505102,0.00866027980264499,rainfed,52040.52,20042.0,450.68546427514264,173.5693278046109
Zamboanga del Norte,8,3050.8398221388948,5140.888556505102,0.593446013973298,irrigated,56354.88,14671.0,33443.57890394353,8706.446471002255
Zamboanga del Norte,8,3050.8398221388948,5140.888556505102,0.593446013973298,rainfed,52040.52,20042.0,30883.23915909769,11893.845012052838
Zamboanga del Sur,3,3018.852979843631,4309.083930145643,0.7005788303922864,irrigated,263983.24,55334.4,184941.06952236622,38766.10923245893
Zamboanga del Sur,3,3018.852979843631,4309.083930145643,0.7005788303922864,rainfed,98219.79000000001,23952.190000000002,68810.70559957599,16780.39725553382
Zamboanga del Sur,4,181.46339124752782,4309.083930145643,0.04211182566624887,irrigated,263983.24,55334.4,11116.816181691534,2330.2326061464814
Zamboanga del Sur,4,181.46339124752782,4309.083930145643,0.04211182566624887,rainfed,98219.79000000001,23952.190000000002,4136.2146734555745,1008.6704496048695
Zamboanga del Sur,5,183.6338007883951,4309.083930145643,0.042615508021025816,irrigated,263983.24,55334.4,11249.779881636383,2358.103567038651
Zamboanga del Sur,5,183.6338007883951,4309.083930145643,0.042615508021025816,rainfed,98219.79000000001,23952.190000000002,4185.6862485684715,1020.7347450661345
Zamboanga del Sur,6,370.0020683630273,4309.083930145643,0.0858655979695716,irrigated,263983.24,55334.4,22667.078756544932,4751.321344287463
Zamboanga del Sur,6,370.0020683630273,4309.083930145643,0.0858655979695716,rainfed,98219.79000000001,23952.190000000002,8433.70100079575,2056.6691170307936
Zamboanga del Sur,8,555.131689903061,4309.083930145643,0.12882823795086723,irrigated,263983.24,55334.4,34008.49565776089,7128.6332500684675
Zamboanga del Sur,8,555.131689903061,4309.083930145643,0.12882823795086723,rainfed,98219.79000000001,23952.190000000002,12653.482477604211,3085.7184327643827
